ma_truong,ma_nganh,ten_nganh,nam
DNC,7340301,Kế toán,2020
DNC,7380101,Luật,2020
DNC,7380107,Luật,2020
DNC,7480201,Công nghệ thông tin,2020
DNC,7510205,Công nghệ kỹ thuật ô tô,2020
DNC,7510401,Công nghệ kỹ thuật hoá học,2020
DNC,7520116,Kỹ thuật cơ khí,2020
DNC,7520320,Kỹ thuật môi trường,2020
DNC,7540101,Công nghệ thực phẩm,2020
DNC,7580101,Kiến trúc,2020
DNC,7580201,Kỹ thuật xây dựng,2020
DNC,7720101,Y khoa,2020
DNC,7720201,Dược học,2020
DNC,7720601,Kỹ thuật xét nghiệm y học,2020
DNC,7720602,Kỹ thuật hình ảnh y học,2020
DNC,7720802,Quản trị bệnh viện,2020
DNC,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DNC,7810201,Quản trị khách sạn,2020
DNC,7810202,Quản trị nhà hàng và dịch vụ ăn uống,2020
DNC,7850101,Quản lý tài nguyên và môi trường,2020
DNC,7850103,Quản lý đất đai,2020
DNT,7220201,Ngôn ngữ Anh,2020
DNT,7220204,Ngôn ngữ Trung Quốc,2020
DNT,7310206,Quan hệ quốc tế,2020
DNT,7310608,Đông phương học,2020
DNT,7340101,Quản trị kinh doanh,2020
DNT,7340120,Kinh doanh quốc tế,2020
DNT,7340201,Tài chính - Ngân hàng,2020
DNT,7340301,Kế toán,2020
DNT,7380107,Luật,2020
DNT,7480201,Công nghệ thông tin,2020
DNT,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DNT,7810201,Quản trị khách sạn,2020
DNV,7229040,Văn hoá học,2020
DNV,7229042,Quản lý văn hoá,2020
DNV,7310205-03,Quản lý nhà nước,2020
DNV,7320303,Lưu trữ học,2020
DNV,7340404NQ,Quản trị nhân lực,2020
DNV,7340406NQ,Quản trị văn phòng,2020
DNV,7380101,Luật,2020
DPC,7220201,Ngôn ngữ Anh,2020
DPC,7340101,Quản trị kinh doanh,2020
DPC,7720101,Y khoa,2020
DPC,7720301,Điều dưỡng,2020
DPC,7720501,Răng - Hàm - Mặt,2020
DPC,7720601,Kỹ thuật xét nghiệm y học,2020
DPD,51140201,Giáo dục Mầm non,2020
DPD,7140210,Sư phạm Tin học,2020
DPD,7140211,Sư phạm Vật lý,2020
DPD,7140217,Sư phạm Ngữ văn,2020
DPD,7140231,Sư phạm Tiếng Anh,2020
DPD,7220201,Ngôn ngữ Anh,2020
DPD,7220204,Ngôn ngữ Trung Quốc,2020
DPD,7220209,Ngôn ngữ Nhật,2020
DPD,7310105,Kinh tế,2020
DPD,7310630,Việt Nam học,2020
DPD,7340101,Quản trị kinh doanh,2020
DPD,7340122,Thương mại điện tử,2020
DPD,7340201,Tài chính - Ngân hàng,2020
DPD,7340301,Kế toán,2020
DPD,7340406,Quản trị văn phòng,2020
DPD,7420201,Công nghệ sinh học,2020
DPD,7420203,Sinh học ứng dụng,2020
DPD,7480201,Công nghệ thông tin,2020
DPD,7510201,Công nghệ kỹ thuật cơ khí,2020
DPD,7510302,Công nghệ kỹ thuật điện tử - viễn thông,2020
DPD,7520114,Kỹ thuật cơ điện tử,2020
DPD,7520207,Kỹ thuật điện tử - viễn thông,2020
DPD,7580101,Kiến trúc,2020
DPD,7580201,Kỹ thuật xây dựng,2020
DPD,7580301,Kinh tế,2020
DPD,7810101,Du lịch,2020
DPD,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DPT,7220201,Ngôn ngữ Anh,2020
DPT,7340101,Quản trị kinh doanh,2020
DPT,7340116,Bất động sản,2020
DPT,7340120,Kinh doanh quốc tế,2020
DPT,7340201,Tài chính - Ngân hàng,2020
DPT,7340301,Kế toán,2020
DPT,7380107,Luật,2020
DPT,7420201,Công nghệ sinh học,2020
DPT,7480201,Công nghệ thông tin,2020
DPT,7510205,Công nghệ kỹ thuật ô tô,2020
DPT,7510605,Logistics và Quản lý chuỗi cung ứng,2020
DPT,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DPT,7810201,Quản trị khách sạn,2020
DPT,7810202,Quản trị nhà hàng và dịch vụ ăn uống,2020
DPX,7220201,Ngôn ngữ Anh,2020
DPX,7220204,Ngôn ngữ Trung Quốc,2020
DPX,7310630,Việt Nam học,2020
DPX,7340101,Quản trị kinh doanh,2020
DPX,7340301,Kế toán,2020
DPX,7480201,Công nghệ thông tin,2020
DPX,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DPY,51140201,Giáo dục Mầm non,2020
DPY,7140201,Giáo dục Mầm non,2020
DPY,7140202,Giáo dục Tiểu học,2020
DPY,7140209,Sư phạm Toán học,2020
DPY,7140210,Sư phạm Tin học,2020
DPY,7140212,Sư phạm Hóa học,2020
DPY,7140213,Sư phạm Sinh học,2020
DPY,7140217,Sư phạm Ngữ văn,2020
DPY,7140218,Sư phạm Lịch sử,2020
DPY,7140231,Sư phạm Tiếng Anh,2020
DQK,7210402,Thiết kế công nghiệp,2020
DQK,7210403,Thiết kế đồ họa,2020
DQK,7220201,Ngôn ngữ Anh,2020
DQK,7220202,Ngôn ngữ Nga,2020
DQK,7220204,Ngôn ngữ Trung Quốc,2020
DQK,7310101,Kinh tế,2020
DQK,7310205,Quản lý nhà nước,2020
DQK,7340101,Quản trị kinh doanh,2020
DQK,7340120,Kinh doanh quốc tế,2020
DQK,7340201,Tài chính - Ngân hàng,2020
DQK,7340301,Kế toán,2020
DQK,7380107,Luật,2020
DQK,7480201,Công nghệ thông tin,2020
DQK,7510203,Công nghệ kỹ thuật cơ điện tử,2020
DQK,7510205,Công nghệ kỹ thuật ô tô,2020
DQK,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DQK,7510406,Công nghệ kỹ thuật môi trường,2020
DQK,7580101,Kiến trúc,2020
DQK,7580106,Quản lý Đô thị và Công trình,2020
DQK,7580108,Thiết kế nội thất,2020
DQK,7580201,Kỹ thuật xây dựng,2020
DQK,7720101,Y khoa,2020
DQK,7720201,Dược học,2020
DQK,7720301,Điều dưỡng,2020
DQK,7720501,Răng - Hàm - Mặt,2020
DQK,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DQK,7850101,Quản lý tài nguyên và môi trường,2020
DQN,7140114,Quản lý giáo dục,2020
DQN,7140201,Giáo dục Mầm non,2020
DQN,7140202,Giáo dục Tiểu học,2020
DQN,7140205,Giáo dục Chính trị,2020
DQN,7140206,Giáo dục Thể chất,2020
DQN,7140209,Sư phạm Toán học,2020
DQN,7140210,Sư phạm Tin học,2020
DQN,7140211,Sư phạm Vật lý,2020
DQN,7140212,Sư phạm Hóa học,2020
DQN,7140213,Sư phạm Sinh học,2020
DQN,7140217,Sư phạm Ngữ văn,2020
DQN,7140218,Sư phạm Lịch sử,2020
DQN,7140219,Sư phạm Địa lý,2020
DQN,7140231,Sư phạm Tiếng Anh,2020
DQN,7220201,Ngôn ngữ Anh,2020
DQN,7220204,Ngôn ngữ Trung Quốc,2020
DQN,7229030,Văn học,2020
DQN,7310101,Kinh tế,2020
DQN,7310205,Quản lý nhà nước,2020
DQN,7310403,Tâm lý học,2020
DQN,7310608,Đông phương học,2020
DQN,7310630,Việt Nam học,2020
DQN,7340101,Quản trị kinh doanh,2020
DQN,7340201,Tài chính - Ngân hàng,2020
DQN,7340301,Kế toán,2020
DQN,7340302,Kiểm toán,2020
DQN,7380101,Luật,2020
DQN,7420203,Sinh học ứng dụng,2020
DQN,7440112,Hoá học,2020
DQN,7440122,Khoa học vật liệu,2020
DQN,7460112,Toán ứng dụng,2020
DQN,7460201,Thống kê,2020
DQN,7480103,Kỹ thuật phần mềm,2020
DQN,7480201,Công nghệ thông tin,2020
DQN,7510401,Công nghệ kỹ thuật hoá học,2020
DQN,7520201,Kỹ thuật điện,2020
DQN,7520207,Kỹ thuật điện tử - viễn thông,2020
DQN,7520216,Kỹ thuật điều khiển và tự động hoá,2020
DQN,7540101,Công nghệ thực phẩm,2020
DQN,7580201,Kỹ thuật xây dựng,2020
DQN,7620109,Nông học,2020
DQN,7760101,Công tác xã hội,2020
DQN,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DQN,7810201,Quản trị khách sạn,2020
DQN,7850101,Quản lý tài nguyên và môi trường,2020
DQN,7850103,Quản lý đất đai,2020
DSG,7210402,Thiết kế công nghiệp,2020
DSG,7340101,Quản trị kinh doanh,2020
DSG,7480201,Công nghệ thông tin,2020
DSG,7510203,Công nghệ kỹ thuật cơ điện tử,2020
DSG,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DSG,7510302,Công nghệ kỹ thuật điện tử - viễn thông,2020
DSG,7540101,Công nghệ thực phẩm,2020
DSG,7580201,Kỹ thuật xây dựng,2020
DSK,7140214,Sư phạm kỹ thuật công nghiệp,2020
DSK,7480201,Công nghệ thông tin,2020
DSK,7510103,Công nghệ kỹ thuật xây dựng,2020
DSK,7510104,Công nghệ kỹ thuật giao thông,2020
DSK,7510201,Công nghệ kỹ thuật cơ khí,2020
DSK,7510203,Công nghệ kỹ thuật cơ điện tử,2020
DSK,7510205,Công nghệ kỹ thuật ô tô,2020
DSK,7510206,Công nghệ Kỹ thuật Nhiệt (Cơ điện lạnh),2020
DSK,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DSK,7510302,Công nghệ kỹ thuật điện tử - viễn thông,2020
DSK,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,2020
DSK,7510402,Công nghệ vật liệu,2020
DSK,7510406,Công nghệ kỹ thuật môi trường,2020
DSK,7540102,Kỹ thuật Thực phẩm,2020
DSK,7580210,Kỹ thuật cơ sở hạ tầng,2020
DTB,7310101,Kinh tế,2020
DTB,7340101,Quản trị kinh doanh,2020
DTB,7340201,Tài chính - Ngân hàng,2020
DTB,7340301,Kế toán,2020
DTB,7380101,Luật,2020
DTB,7460112,Toán ứng dụng,2020
DTB,7480201,Công nghệ thông tin,2020
DTB,7510201,Công nghệ kỹ thuật cơ khí,2020
DTB,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DTE,7310101,Kinh tế,2020
DTE,7310104,Kinh tế,2020
DTE,7310105,Kinh tế,2020
DTE,7340101,Quản trị kinh doanh,2020
DTE,7340101_CLC,Quản trị kinh doanh,2020
DTE,7340115,Marketing,2020
DTE,7340120,Kinh doanh quốc tế,2020
DTE,7340201,Tài chính - Ngân hàng,2020
DTE,7340201_CLC,Tài chính - Ngân hàng,2020
DTE,7340301,Kế toán,2020
DTE,7340301_CLC,Kế toán,2020
DTE,7340403,Quản lý công,2020
DTE,7380107,Luật,2020
DTE,7510605,Logistics và Quản lý chuỗi cung ứng,2020
DTE,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DTE,7810103_CLC,Quản trị dịch vụ du lịch và lữ hành,2020
DTF,7140231,Sư phạm Tiếng Anh,2020
DTF,7140234,Sư phạm Tiếng Trung Quốc,2020
DTF,7220201,Ngôn ngữ Anh,2020
DTF,7220202,Ngôn ngữ Nga,2020
DTF,7220203,Ngôn ngữ Pháp,2020
DTF,7220204,Ngôn ngữ Trung Quốc,2020
DTH,7210403,Thiết kế đồ họa,2020
DTH,7210404,Thiết kế thời trang,2020
DTH,7210408,Nghệ thuật số,2020
DTH,7220201,Ngôn ngữ Anh,2020
DTH,7310401,Tâm lý học,2020
DTH,7310613,Nhật Bản học,2020
DTH,7310640,Hoa Kỳ học,2020
DTH,7340101,Quản trị kinh doanh,2020
DTH,7340115,Marketing,2020
DTH,7340120,Kinh doanh quốc tế,2020
DTH,7340201,Tài chính - Ngân hàng,2020
DTH,7340204,Bảo hiểm,2020
DTH,7340301,Kế toán,2020
DTH,7340404,Quản trị nhân lực,2020
DTH,7340405,Hệ thống thông tin quản lý,2020
DTH,7340406,Quản trị văn phòng,2020
DTH,7340410,Quản trị công nghệ truyền thông,2020
DTH,7340412,Quản trị sự kiện,2020
DTH,7480102,Mạng máy tính và Truyền thông dữ liệu,2020
DTH,7480103,Kỹ thuật phần mềm,2020
DTH,7480201,Công nghệ thông tin,2020
DTH,7510605,Logistics và Quản lý chuỗi cung ứng,2020
DTH,7540101,Công nghệ thực phẩm,2020
DTH,7580108,Thiết kế nội thất,2020
DTH,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DTH,7810201,Quản trị khách sạn,2020
DTH,7810202,Quản trị nhà hàng và dịch vụ ăn uống,2020
DTH,7850101,Quản lý tài nguyên và môi trường,2020
DTK,7220201,Ngôn ngữ Anh,2020
DTK,7480106,Kỹ thuật máy tính,2020
DTK,7510202,Công nghệ chế tạo máy,2020
DTK,7510205,Công nghệ kỹ thuật ô tô,2020
DTK,7510301,"Công nghệ kỹ thuật điện, điện tử",2020
DTK,7510601,Quản lý công nghiệp,2020
DTK,7510604,Kinh tế,2020
DTK,7520103,Kỹ thuật cơ khí,2020
DTK,7520114,Kỹ thuật cơ điện tử,2020
DTK,7520116,Kỹ thuật cơ khí động lực,2020
DTK,7520201,Kỹ thuật điện,2020
DTK,7520207,Kỹ thuật điện tử - viễn thông,2020
DTK,7520216,Kỹ thuật điều khiển và tự động hoá,2020
DTK,7520309,Kỹ thuật vật liệu,2020
DTK,7520320,Kỹ thuật môi trường,2020
DTK,7580201,Kỹ thuật xây dựng,2020
DTK,7905218,Kỹ thuật cơ khí,2020
DTK,7905228,Kỹ thuật điện,2020
DTL,7220201,Ngôn ngữ Anh,2020
DTL,7220204,Ngôn ngữ Trung Quốc,2020
DTL,7220209,Ngôn ngữ Nhật,2020
DTL,7220210,Ngôn ngữ Hàn Quốc,2020
DTL,7310106,Kinh tế,2020
DTL,7310630,Việt Nam học,2020
DTL,7320104,Truyền thông đa phương tiện,2020
DTL,7340101,Quản trị kinh doanh,2020
DTL,7340115,Marketing,2020
DTL,7340201,Tài chính - Ngân hàng,2020
DTL,7340301,Kế toán,2020
DTL,7380107,Luật,2020
DTL,7460112,Toán ứng dụng,2020
DTL,7480101,Khoa học máy tính,2020
DTL,7480102,Mạng máy tính và Truyền thông dữ liệu,2020
DTL,7480104,Hệ thống thông tin,2020
DTL,7480201,Công nghệ thông tin,2020
DTL,7480207,Trí tuệ nhân tạo,2020
DTL,7510605,Logistics và Quản lý chuỗi cung ứng,2020
DTL,7720301,Điều dưỡng,2020
DTL,7720401,Dinh dưỡng,2020
DTL,7760101,Công tác xã hội,2020
DTL,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DTL,TLA101,Kỹ thuật xây dựng,2020
DTL,TLA102,Kỹ thuật tài nguyên nước,2020
DTL,TLA103,Thuỷ văn học,2020
DTL,TLA104,Kỹ thuật xây dựng,2020
DTL,TLA105,Kỹ thuật cơ khí,2020
DTL,TLA106,Công nghệ thông tin,2020
DTL,TLA107,Kỹ thuật cấp thoát nước,2020
DTL,TLA109,Kỹ thuật môi trường,2020
DTL,TLA110,Kỹ thuật cơ sở hạ tầng,2020
DTL,TLA111,Công nghệ kỹ thuật xây dựng,2020
DTL,TLA112,Kỹ thuật điện,2020
DTL,TLA113,Kỹ thuật xây dựng,2020
DTL,TLA114,Quản lý xây dựng,2020
DTL,TLA118,Kỹ thuật hoá học,2020
DTL,TLA119,Công nghệ sinh học,2020
DTL,TLA120,Kỹ thuật cơ điện tử,2020
DTL,TLA121,Kỹ thuật điều khiển và tự động hoá,2020
DTL,TLA123,Kỹ thuật ô tô,2020
DTL,TLA201,Kỹ thuật xây dựng,2020
DTL,TLA202,Kỹ thuật tài nguyên nước,2020
DTL,TLA401,Kinh tế,2020
DTL,TLA402,Quản trị kinh doanh,2020
DTL,TLA403,Kế toán,2020
DTL,TLS101,Xây dựng công trình thủy,2020
DTL,TLS102,Kỹ thuật tài nguyên nước,2020
DTL,TLS104,Kỹ thuật xây dựng,2020
DTL,TLS106,Công nghệ thông tin,2020
DTL,TLS107,Kỹ thuật cấp thoát nước,2020
DTL,TLS111,Công nghệ kỹ thuật xây dựng,2020
DTL,TLS113,kỹ thuật xây dựng công trình giao thông,2020
DTL,TLS402,Quản trị kinh doanh,2020
DTL,TLS403,Kế toán,2020
DTN,7320205,Quản lý thông tin,2020
DTN,7340116,Bất động sản,2020
DTN,7340120,Kinh doanh quốc tế,2020
DTN,7420201,Công nghệ sinh học,2020
DTN,7440301,Khoa học môi trường,2020
DTN,7540106,Đảm bảo chất lượng và an toàn thực phẩm,2020
DTN,7549001,Công nghệ chế biến lâm sản,2020
DTN,7620101,Nông nghiệp,2020
DTN,7620105,Chăn nuôi,2020
DTN,7620110,Khoa học cây trồng,2020
DTN,7620112,Bảo vệ thực vật,2020
DTN,7620114,Kinh doanh nông nghiệp,2020
DTN,7620205,Lâm sinh,2020
DTN,7620211,Quản lý tài nguyên rừng,2020
DTN,7640101,Thú y,2020
DTN,7850101,Quản lý tài nguyên và môi trường,2020
DTN,7850103,Quản lý đất đai,2020
DTN,7904492,Khoa học & Quản lý môi trường,2020
DTN,7905419,Công nghệ thực phẩm,2020
DTN,7906425,Kinh tế,2020
DTQ,7340101,Quản trị kinh doanh,2020
DTQ,7340120,Kinh doanh quốc tế,2020
DTQ,7340301,Kế toán,2020
DTQ,7850101,Quản lý tài nguyên và môi trường,2020
DTS,7140101,Giáo dục học,2020
DTS,7140114,Quản lý giáo dục,2020
DTS,7140201,Giáo dục Mầm non,2020
DTS,7140202,Giáo dục Tiểu học,2020
DTS,7140205,Giáo dục Chính trị,2020
DTS,7140206,Giáo dục Thể chất,2020
DTS,7140209,Sư phạm Toán học,2020
DTS,7140210,Sư phạm Tin học,2020
DTS,7140211,Sư phạm Vật lý,2020
DTS,7140212,Sư phạm Hóa học,2020
DTS,7140213,Sư phạm Sinh học,2020
DTS,7140217,Sư phạm Ngữ văn,2020
DTS,7140218,Sư phạm Lịch sử,2020
DTS,7140219,Sư phạm Địa lý,2020
DTS,7140231,Sư phạm Tiếng Anh,2020
DTS,7140247,Sư phạm khoa học tự nhiên,2020
DTS,7310403,Tâm lý học,2020
DTT,7210402,Thiết kế công nghiệp,2020
DTT,7210403,Thiết kế đồ họa,2020
DTT,7210404,Thiết kế thời trang,2020
DTT,7220201,Ngôn ngữ Anh,2020
DTT,7220204,Ngôn ngữ Trung Quốc,2020
DTT,7310301,Xã hội học,2020
DTT,7310630,Việt Nam học,2020
DTT,7310630Q,Việt Nam học,2020
DTT,7340101,Quản trị kinh doanh,2020
DTT,7340101N,Quản trị kinh doanh,2020
DTT,7340115,Marketing,2020
DTT,7340120,Kinh doanh quốc tế,2020
DTT,7340201,Tài chính - Ngân hàng,2020
DTT,7340301,Kế toán,2020
DTT,7340408,Quan hệ lao động,2020
DTT,7380101,Luật,2020
DTT,7420201,Công nghệ sinh học,2020
DTT,7440301,Khoa học môi trường,2020
DTT,7460112,Toán ứng dụng,2020
DTT,7460201,Thống kê,2020
DTT,7480101,Khoa học máy tính,2020
DTT,7480102,Mạng máy tính và Truyền thông dữ liệu,2020
DTT,7480103,Kỹ thuật phần mềm,2020
DTT,7510406,Công nghệ kỹ thuật môi trường,2020
DTT,7520114,Kỹ thuật cơ điện tử,2020
DTT,7520201,Kỹ thuật điện,2020
DTT,7520207,Kỹ thuật điện tử - viễn thông,2020
DTT,7520216,Kỹ thuật điều khiển và tự động hoá,2020
DTT,7520301,Kỹ thuật hoá học,2020
DTT,7580101,Kiến trúc,2020
DTT,7580105,Quy hoạch vùng và đô thị,2020
DTT,7580108,Thiết kế nội thất,2020
DTT,7580201,Kỹ thuật xây dựng,2020
DTT,7580205,Kỹ thuật xây dựng,2020
DTT,7720201,Dược học,2020
DTT,7760101,Công tác xã hội,2020
DTT,7810301,Quản lý thể dục thể thao,2020
DTT,7810302,Golf,2020
DTT,7850201,Bảo hộ lao động,2020
DTY,7720101LT,Y khoa,2020
DTY,7720110,Y học dự phòng,2020
DTY,7720201LT,Dược học,2020
DTY,7720301,Điều dưỡng,2020
DTY,7720501,Răng - Hàm - Mặt,2020
DTY,7720601,Kỹ thuật xét nghiệm y học,2020
DTZ,7220201,Ngôn ngữ Anh,2020
DTZ,7229010,Lịch sử,2020
DTZ,7229030,Văn học,2020
DTZ,7310630,Việt Nam học,2020
DTZ,7320101,Báo chí,2020
DTZ,7320201,Thông tin - thư viện,2020
DTZ,7340401,Khoa học quản lý,2020
DTZ,7380101,Luật,2020
DTZ,7380101_CLC,Dịch vụ pháp luật,2020
DTZ,7420201,Công nghệ sinh học,2020
DTZ,7420201_CLC,Kỹ thuật xét nghiệm y học,2020
DTZ,7440217,Địa lý tự nhiên,2020
DTZ,7440301,Khoa học môi trường,2020
DTZ,7460117,Khối ngành Toán - Tin học,2020
DTZ,7510401,Công nghệ kỹ thuật hoá học,2020
DTZ,7720203,Hoá dược,2020
DTZ,7760101,Công tác xã hội,2020
DTZ,7810101,Du lịch,2020
DTZ,7810103,Quản trị dịch vụ du lịch và lữ hành,2020
DTZ,7810103_CLC,Quản trị Khách sạn và Khu nghỉ dưỡng (Resort & Spa),2020
DTZ,7850101,Quản lý tài nguyên và môi trường,2020
DVB,7220201,Ngôn ngữ Anh,2020
DVB,7220210,Ngôn ngữ Hàn Quốc,2020
DVB,7340101,Quản trị kinh doanh,2020
DVB,7340301,Kế toán,2020
DVB,7380101,Luật,2020
DVB,7480102,Mạng máy tính và Truyền thông dữ liệu,2020
DVB,7480201,Công nghệ thông tin,2020
DVB,7520103,Kỹ thuật cơ khí,2020
DVB,7520201,Kỹ thuật điện,2020
DVB,7810101,Du lịch,2020
DVD,7140201,Giáo dục Mầm non,2020
DVD,7140221,Sư phạm Âm nhạc,2020
DVD,7140222,Sư phạm Mỹ thuật,2020
DVD,7210104,Đồ họa,2020
DVD,7210205,Thanh nhạc,2020
DVD,7210404,Thiết kế thời trang,2020
DVD,7220201,Ngôn ngữ Anh,2020
DVD,7229042,Quản lý văn hoá,2020
